sender,messages,mean_words,pos_rate,neg_rate,question_pct,shouting_pct,nongame_pct,channels
cinphoria,27,6.63,22.35,0.0,3.7,11.1,100.0,1
0whitelottus0,6,6,55.56,55.56,0.0,16.7,0.0,1
arab_yams710,59,4.46,11.41,22.81,1.7,30.5,0.0,1
omenatural,5,5,80.0,0.0,0.0,40.0,100.0,1
pswii2008,11,4.91,37.04,0.0,0.0,27.3,100.0,1
cosmicbard,5,5.4,37.04,0.0,0.0,0.0,100.0,1
o_third3y3_o,6,2.83,58.82,0.0,16.7,0.0,100.0,1
sephrinx,6,2.67,62.5,0.0,0.0,0.0,83.3,3
metaherobrine1,7,4.86,0.0,0.0,14.3,0.0,100.0,1
sherlock_hulmes,15,6.73,29.7,0.0,0.0,13.3,100.0,1
almsthvn,5,4.6,43.48,0.0,20.0,40.0,100.0,1
recon2477,6,1.67,100.0,0.0,0.0,50.0,100.0,1
clw101,6,9.83,0.0,0.0,33.3,16.7,100.0,1
arisbranwin,15,7.07,0.0,0.0,0.0,0.0,100.0,1
captaintalon447,6,9.17,36.36,0.0,16.7,0.0,100.0,2
toucannonsam,6,3,0.0,0.0,0.0,0.0,0.0,1
illdieforus,10,5,0.0,0.0,10.0,10.0,100.0,3
ozai75,7,5.29,81.08,0.0,0.0,42.9,100.0,1
generalelostsmom,9,4.67,47.62,23.81,11.1,0.0,100.0,1
charliehustle22,12,2.25,0.0,0.0,0.0,8.3,100.0,1
ariaflame,5,9,0.0,0.0,0.0,0.0,100.0,1
ajaxcricket,29,4.34,7.94,0.0,0.0,10.3,0.0,1
qazztaxx,11,1.09,83.33,0.0,0.0,9.1,0.0,1
maximum2945,7,1,0.0,0.0,0.0,0.0,0.0,1
dazc,10,4.1,0.0,48.78,0.0,0.0,0.0,1
bl1ghtn1n6,13,2.38,0.0,0.0,7.7,0.0,0.0,1
gamegodson,19,4.11,25.64,0.0,15.8,0.0,100.0,1
jennymatrixdxm,5,1.4,0.0,0.0,0.0,0.0,0.0,1
marshmallonn,8,1,0.0,0.0,0.0,0.0,0.0,1
ssevv,5,7,0.0,0.0,0.0,20.0,0.0,1
this_is_not_me,5,4.2,0.0,0.0,0.0,0.0,100.0,1
leitung,8,5.12,0.0,24.39,12.5,37.5,0.0,1
grading,9,2.56,0.0,0.0,0.0,0.0,100.0,2
rodeon66,7,9.43,0.0,0.0,0.0,14.3,85.7,4
crapnel_x,6,4.17,0.0,0.0,16.7,0.0,100.0,1
wheatly_inc,20,3.2,15.62,0.0,0.0,10.0,100.0,1
ruffpuff,5,3.2,0.0,0.0,0.0,0.0,100.0,1
shannonleighd,5,2.4,0.0,0.0,0.0,20.0,100.0,1
jerkmybeef208,44,3.73,12.2,12.2,4.5,0.0,0.0,2
x_queef_x,16,6.5,9.62,0.0,12.5,0.0,100.0,1
soigne,5,5,0.0,0.0,0.0,20.0,100.0,3
serotfel,6,1.33,125.0,0.0,16.7,33.3,100.0,1
gilramirez1,6,3.33,0.0,0.0,0.0,0.0,100.0,1
starfries1,6,2.83,0.0,0.0,16.7,0.0,100.0,1
darastrygat,5,7,28.57,0.0,20.0,0.0,100.0,2
chancedabs,5,3.4,0.0,58.82,0.0,100.0,100.0,2
meganstingray,6,6.67,25.0,0.0,16.7,16.7,100.0,2
marijuanakingprime,6,4.17,40.0,0.0,0.0,66.7,100.0,1
therealsuperpuppymann,20,6.1,32.79,0.0,5.0,10.0,100.0,1
streamviewer9001,6,2.67,0.0,62.5,0.0,33.3,100.0,1
thehinafreak,7,6.29,0.0,0.0,14.3,0.0,100.0,1
salvation1,14,5.64,25.32,12.66,7.1,7.1,100.0,1
jer_the_gamer,7,7.14,20.0,0.0,0.0,0.0,100.0,2
characterstigma,5,3,0.0,0.0,0.0,20.0,100.0,2
akayes,7,5.29,27.03,0.0,0.0,14.3,100.0,2
rasnac_khan,14,6.71,31.91,10.64,21.4,14.3,100.0,2
bigdirtylinger,8,2.88,43.48,0.0,0.0,12.5,100.0,1
timpz,5,6.2,0.0,32.26,20.0,20.0,100.0,1
ladyangelofthefullmoon,5,5.6,35.71,0.0,20.0,20.0,100.0,2
frederik1723,5,5.8,0.0,0.0,0.0,20.0,100.0,3
scootermangaming,16,7.88,23.81,0.0,12.5,0.0,100.0,1
feriatzz,6,1.33,0.0,125.0,0.0,33.3,83.3,4
swakofn,5,2.6,153.85,153.85,20.0,40.0,100.0,1
notgloomin,16,4.38,0.0,0.0,0.0,0.0,0.0,1
zulpae,6,2.83,0.0,58.82,0.0,16.7,0.0,2
kuroayaa,10,2.7,0.0,0.0,0.0,40.0,100.0,3
mumblemooble,5,5.4,37.04,37.04,20.0,0.0,100.0,1
haram121,5,1.2,0.0,0.0,0.0,100.0,100.0,1
snipingmonkey,6,2,0.0,0.0,16.7,33.3,16.7,2
ephynx,6,1.67,100.0,0.0,0.0,66.7,0.0,1
sisyfoz,6,6,0.0,0.0,0.0,0.0,100.0,1
yb1891226,18,3.89,0.0,28.57,5.6,0.0,100.0,1
mothatrucka,5,3.2,0.0,0.0,0.0,0.0,100.0,3
thievesinthenight,10,3.2,0.0,0.0,0.0,0.0,100.0,1
sir_ben_doverson,14,7.29,9.8,19.61,28.6,7.1,0.0,1
lyserlove,5,1,0.0,0.0,0.0,100.0,0.0,1
under_ohmer,5,3.2,0.0,0.0,20.0,0.0,0.0,1
haydenlul,8,10.75,11.63,0.0,25.0,75.0,0.0,2
les_avi3n,10,36.2,5.52,0.0,0.0,0.0,0.0,1
brohawx,16,5.56,11.24,11.24,0.0,68.8,0.0,1
strubbestition,11,7.18,0.0,0.0,9.1,63.6,0.0,1
lxx_pyro_xxl,5,4.4,0.0,0.0,0.0,0.0,0.0,1
skadeskq,8,1.38,0.0,0.0,0.0,100.0,0.0,1
coaster132,6,10.33,0.0,0.0,0.0,16.7,0.0,1
barsolow,5,3.2,0.0,0.0,20.0,20.0,0.0,1
yousir,10,28,0.0,3.57,0.0,50.0,0.0,1
srshankly,6,9.33,0.0,35.71,16.7,16.7,0.0,1
sintare,5,2.4,0.0,0.0,0.0,40.0,0.0,1
the0nlyjaximus,50,43.14,0.0,0.0,0.0,12.0,0.0,1
arh33199,16,10.44,5.99,0.0,0.0,87.5,0.0,1
chessplays,36,40.33,0.0,0.0,0.0,2.8,0.0,2
suhzu,7,3.86,0.0,0.0,14.3,57.1,0.0,1
defineit,17,30.18,1.95,0.0,5.9,17.6,0.0,1
claylolx,11,8.82,20.62,0.0,0.0,63.6,0.0,1
cxjh,9,11.56,0.0,0.0,0.0,55.6,0.0,1
ihearcolor,19,3.32,0.0,0.0,0.0,36.8,0.0,1
abruptnapper,11,18.09,10.05,5.03,0.0,36.4,0.0,1
mrchorizos,6,2.5,133.33,0.0,0.0,50.0,0.0,1
ilino,5,21.4,9.35,0.0,20.0,0.0,0.0,1
moistlaptop,5,1.2,0.0,0.0,0.0,40.0,60.0,2
alper20040,8,4,31.25,0.0,0.0,37.5,0.0,1
reds_monkey,5,3.6,0.0,0.0,0.0,80.0,0.0,1
ttv_gumpy,12,31.75,0.0,0.0,0.0,0.0,0.0,1
kurindaru,14,28.43,0.0,0.0,0.0,21.4,0.0,1
mikeer6,7,50.43,2.83,0.0,0.0,0.0,0.0,1
kfactorgaming,6,8,0.0,20.83,0.0,50.0,0.0,1
bigfatnoodle,11,21.18,0.0,0.0,0.0,9.1,0.0,1
arca9000,9,14.78,7.52,0.0,0.0,0.0,0.0,1
gero_30,44,23.07,0.0,0.0,0.0,0.0,0.0,1
thedimono,5,3,66.67,0.0,20.0,0.0,100.0,2
unnameless7,7,3.14,0.0,0.0,28.6,100.0,0.0,1
jacobzamora1111,9,2.33,0.0,0.0,0.0,44.4,0.0,1
xximgay420xx,5,5.6,0.0,35.71,0.0,0.0,0.0,1
sirnehalem,7,9.43,0.0,0.0,0.0,0.0,0.0,1
alphachadzach,5,47,0.0,0.0,0.0,0.0,0.0,1
paulwalthew10111,5,14.8,0.0,0.0,0.0,40.0,0.0,1
elliotkrupski,6,41,0.0,0.0,0.0,0.0,0.0,1
benjaminen,15,15,0.0,0.0,0.0,100.0,0.0,1
jaimico98,6,2.17,0.0,0.0,16.7,0.0,0.0,1
kvothe268,6,2.33,0.0,0.0,0.0,33.3,0.0,1
themoonlight,29,34.97,0.0,0.0,6.9,31.0,0.0,1
t1_banned_me,5,2.2,0.0,0.0,0.0,40.0,0.0,2
magical_squid,6,1.67,100.0,0.0,0.0,0.0,0.0,1
kewyo,8,0.88,0.0,0.0,0.0,25.0,0.0,1
pointman0220,12,5.5,0.0,15.15,8.3,8.3,0.0,1
mistagatsby,5,1.8,0.0,0.0,0.0,20.0,0.0,2
haibubuh,6,1.5,0.0,0.0,0.0,33.3,0.0,1
cosmicvoyagerx,5,10,20.0,0.0,60.0,0.0,100.0,1
rizza_allkeyshop,5,6.2,32.26,0.0,0.0,0.0,100.0,1
monthlymusiclover,5,1,0.0,0.0,0.0,40.0,100.0,2
ceet89,17,3.18,18.52,0.0,0.0,29.4,88.2,4
jimmy250788,5,15,0.0,13.33,0.0,20.0,0.0,1
mephium,6,1.33,0.0,0.0,0.0,0.0,0.0,1
snowguy38,8,3,0.0,0.0,0.0,37.5,100.0,1
tylermontero,7,1.57,0.0,0.0,0.0,28.6,100.0,3
imgoodatfortniteihaveskin,5,1.8,0.0,0.0,0.0,0.0,0.0,1
dragonbox,11,1.73,0.0,0.0,0.0,18.2,0.0,1
sayori268,5,1.2,0.0,0.0,20.0,40.0,100.0,1
holyllamas,5,2.4,0.0,0.0,0.0,20.0,0.0,1
flow0_0,9,3.78,58.82,29.41,11.1,22.2,100.0,2
shokk_n_aww,6,6.17,0.0,0.0,16.7,33.3,0.0,2
elecktrickpetal,5,2.2,90.91,0.0,0.0,0.0,0.0,1
otwarrior,18,3.67,15.15,30.3,0.0,5.6,0.0,1
strangepiano,6,5.5,30.3,0.0,16.7,16.7,83.3,2
arsmu,21,2.33,0.0,0.0,0.0,14.3,0.0,1
infernals112,6,3,0.0,0.0,16.7,33.3,0.0,1
donkeymoo,17,2.47,47.62,23.81,5.9,11.8,0.0,1
xeuroclydonx,14,6.57,21.74,21.74,0.0,0.0,0.0,1
kingpresiden,20,3.5,14.29,0.0,0.0,20.0,0.0,1
abbiiiae,7,3.29,0.0,0.0,0.0,0.0,0.0,1
thesucceth,12,3.42,0.0,0.0,8.3,33.3,0.0,1
battleship789,6,2.17,76.92,0.0,0.0,16.7,0.0,1
horsepants,11,6.09,0.0,0.0,0.0,9.1,9.1,3
cottoncandyquartz,5,5.6,35.71,0.0,0.0,20.0,0.0,1
zelloop,10,2.7,111.11,0.0,0.0,0.0,0.0,1
dryayaya,11,70.73,0.0,0.0,81.8,0.0,81.8,2
iamverykawaiidesu,5,4,0.0,0.0,0.0,40.0,60.0,3
feras29,8,2.38,105.26,0.0,12.5,25.0,0.0,2
slinic,12,4.83,137.93,34.48,25.0,8.3,0.0,1
sugondeze_,7,2.29,0.0,62.5,0.0,85.7,0.0,2
firemaster657,9,2.44,45.45,0.0,0.0,11.1,0.0,1
skywilliamsrichard,6,1.5,0.0,0.0,0.0,50.0,0.0,1
supremeoliver,6,3.5,0.0,0.0,0.0,16.7,100.0,2
liransherman,6,9.33,0.0,0.0,0.0,0.0,0.0,1
inimini315,11,4,0.0,0.0,9.1,18.2,0.0,1
ken_mayor,8,2.75,45.45,0.0,12.5,37.5,0.0,1
vileelf,13,2.85,0.0,0.0,0.0,7.7,0.0,2
sepheryn_,5,2.4,83.33,0.0,0.0,0.0,100.0,1
dusk_kn1ght,5,2.4,83.33,0.0,0.0,40.0,80.0,2
supernooberino,6,9.83,135.59,0.0,0.0,50.0,16.7,2
damnednoob,7,1.86,0.0,0.0,0.0,14.3,0.0,4
thehumaneracist,5,2.4,0.0,83.33,20.0,0.0,100.0,1
muffintittiess,16,3,20.83,0.0,0.0,0.0,0.0,1
teeb_myster,10,2.8,0.0,35.71,0.0,0.0,0.0,1
crazybosnian22,9,4.44,75.0,25.0,0.0,22.2,0.0,1
rbannon609,6,5.33,0.0,0.0,0.0,0.0,0.0,1
kebabster,5,35,0.0,0.0,0.0,80.0,100.0,1
teriyakiyakitori,6,1.67,100.0,0.0,0.0,16.7,100.0,1
sunshine_shiba,7,3.71,0.0,0.0,0.0,42.9,0.0,1
pennlocke,13,2.15,35.71,0.0,0.0,23.1,0.0,1
wukioh,5,3.4,0.0,0.0,0.0,40.0,100.0,2
ziiirox,5,2.8,71.43,0.0,0.0,40.0,80.0,3
dissid3nce,5,3,0.0,0.0,0.0,20.0,0.0,1
stupidbichdisorder,12,8.33,0.0,0.0,16.7,0.0,0.0,1
ccrowns,6,2.5,66.67,0.0,0.0,16.7,0.0,1
sgt_dashie01,20,5.25,9.52,0.0,10.0,15.0,100.0,3
huskyyyy,6,3.67,0.0,0.0,16.7,50.0,0.0,1
yurify,27,2.59,0.0,0.0,0.0,18.5,0.0,1
ijuventino,13,5.92,12.99,0.0,0.0,0.0,0.0,1
grownups2onblurayanddvd,5,10.2,0.0,0.0,0.0,0.0,0.0,1
drumbeat,5,1.4,0.0,0.0,0.0,80.0,0.0,1
munzzor,13,2.31,33.33,0.0,7.7,15.4,0.0,1
bedird,7,26.43,0.0,0.0,0.0,14.3,100.0,1
quadrihax,7,4.29,0.0,0.0,0.0,0.0,100.0,1
dawidous,6,6.83,0.0,24.39,16.7,0.0,100.0,2
dinosaurus,9,54.44,124.49,0.0,0.0,0.0,100.0,1
curioun,5,16.8,0.0,0.0,0.0,0.0,100.0,1
helghast76,38,5.05,10.42,5.21,21.1,2.6,0.0,1
tt_supportjill,18,60.78,0.0,0.0,0.0,0.0,100.0,1
ahekos,5,7,0.0,0.0,20.0,40.0,100.0,1
hewieq,6,4,0.0,0.0,0.0,16.7,100.0,1
minoshius,8,3.5,71.43,0.0,0.0,0.0,100.0,1
zavr0s,14,2.21,0.0,0.0,0.0,14.3,0.0,1
derkerver,6,2.67,0.0,0.0,0.0,33.3,100.0,2
d3a7th_proof,13,5.77,26.67,13.33,0.0,0.0,100.0,2
yeetismylife,5,3.2,62.5,0.0,0.0,0.0,100.0,1
obama_bin_lyin,11,7.55,12.05,12.05,0.0,9.1,100.0,1
evanito,5,1.2,0.0,0.0,0.0,60.0,0.0,1
dylsco3,7,1.71,0.0,0.0,0.0,42.9,0.0,1
hanscakestealer,9,4.22,0.0,0.0,0.0,55.6,100.0,1
zawadiakatv,23,2.87,75.76,0.0,8.7,65.2,100.0,1
ginza1,6,68.5,43.8,0.0,33.3,100.0,100.0,1
bmxbox,16,2.81,66.67,0.0,6.2,87.5,100.0,1
24hournolife,10,4.2,0.0,23.81,0.0,10.0,100.0,1
rejid,5,3,0.0,0.0,0.0,0.0,0.0,1
rigged0rama,19,7.84,6.71,0.0,10.5,57.9,100.0,3
mch_05,16,2.69,0.0,0.0,12.5,18.8,100.0,1
attiluh,9,2.56,0.0,0.0,0.0,66.7,66.7,2
1babyfaker,15,9.2,0.0,7.25,0.0,6.7,100.0,1
demitido_da_tokioguru,13,3.15,0.0,0.0,0.0,0.0,100.0,1
k0yi,8,37,0.0,0.0,0.0,100.0,100.0,1
hanxiiii,48,7.44,2.8,0.0,0.0,12.5,0.0,1
moonjjk,59,4.66,0.0,3.64,1.7,49.2,0.0,1
tass___,17,14.24,0.0,0.0,0.0,47.1,0.0,1
auraofjason,7,1.43,0.0,0.0,0.0,57.1,0.0,1
sunbakedhunter,6,5.83,85.71,0.0,0.0,0.0,100.0,2
batbrain__,16,5.94,0.0,10.53,0.0,6.2,0.0,1
planetpless,14,3.21,22.22,0.0,7.1,28.6,0.0,1
hugz4genestealers,5,5.2,38.46,0.0,20.0,60.0,0.0,1
celestialz,6,1.83,0.0,0.0,0.0,0.0,0.0,1
ushouldgg,5,2.6,0.0,0.0,20.0,20.0,0.0,1
attissoul,8,5.38,23.26,0.0,12.5,37.5,100.0,1
zachhackz,5,2.2,0.0,0.0,0.0,80.0,100.0,2
grandmapirate,6,3.67,45.45,0.0,0.0,16.7,100.0,1
bondagevampire214,11,7.82,23.26,0.0,18.2,0.0,100.0,1
pandora5709,6,3.33,50.0,0.0,33.3,0.0,0.0,1
itsallgremlin,10,3.8,0.0,0.0,0.0,40.0,100.0,1
abrasivesheep,15,2.73,0.0,0.0,20.0,33.3,100.0,2
xjstanleyx,5,29.4,0.0,0.0,0.0,0.0,0.0,1
itsboo,8,4.88,25.64,0.0,0.0,12.5,0.0,1
bgarnier,8,1.75,0.0,0.0,0.0,50.0,100.0,1
knavedaone,8,1.88,0.0,0.0,0.0,12.5,0.0,1
whitsoxrule,14,5.07,56.34,0.0,14.3,14.3,100.0,1
myzfit13,6,4.5,0.0,0.0,0.0,33.3,100.0,1
rgreenparadox,5,7.8,25.64,0.0,0.0,0.0,100.0,1
moochydacat,7,5.86,24.39,0.0,0.0,0.0,100.0,1
kilng,8,6.25,0.0,0.0,0.0,0.0,0.0,1
recited_,14,10.86,0.0,0.0,0.0,64.3,0.0,1
apeofcascadia,5,3.2,0.0,62.5,20.0,0.0,100.0,1
slash0,5,12.2,0.0,0.0,0.0,60.0,0.0,1
orange_arcana,6,5.33,0.0,0.0,0.0,0.0,100.0,1
khey_,9,2.33,0.0,0.0,0.0,33.3,0.0,1
kxytra,6,9.33,17.86,17.86,0.0,0.0,0.0,1
lolkeeb,5,3.8,0.0,0.0,0.0,20.0,100.0,2
theoceanisalive,9,2.44,90.91,0.0,0.0,22.2,100.0,1
windz_,6,8.33,40.0,0.0,16.7,0.0,0.0,1
fateor,7,5.43,0.0,0.0,14.3,0.0,100.0,2
sagamyst,13,3.38,22.73,45.45,0.0,7.7,0.0,1
dynastyofwolves,24,6.29,13.25,0.0,0.0,0.0,0.0,1
kiwiteepee,9,4.78,0.0,0.0,0.0,33.3,100.0,1
xiaopan1987,10,3.2,0.0,0.0,0.0,40.0,0.0,1
squigglyjinxxjams,14,3.79,0.0,18.87,0.0,0.0,0.0,1
maniiac95,10,3.3,0.0,30.3,0.0,30.0,100.0,2
copchase,8,6.12,0.0,0.0,0.0,25.0,0.0,1
swankydoe,5,3,66.67,0.0,0.0,0.0,0.0,1
izzyow,8,7.38,16.95,0.0,12.5,0.0,0.0,1
wesbtrippin,8,2.5,100.0,50.0,0.0,50.0,0.0,1
lacari_boned_a_trap,14,9.57,0.0,0.0,7.1,42.9,100.0,5
yuhikyaku,16,3.88,64.52,0.0,6.2,0.0,0.0,2
greenhornedkiwi,12,2.5,0.0,0.0,0.0,16.7,0.0,1
albino1970,15,5.67,11.76,0.0,0.0,0.0,100.0,1
operatorjuno,23,4.04,0.0,32.26,8.7,13.0,100.0,1
itruxi,12,11,75.76,0.0,75.0,16.7,100.0,1
wombattss,8,5.62,22.22,44.44,0.0,0.0,100.0,1
greentip556,23,9.13,19.05,0.0,8.7,0.0,100.0,1
virusalert,10,7.6,0.0,0.0,0.0,0.0,100.0,1
ctrlsodapop,12,8.75,9.52,0.0,0.0,0.0,100.0,1
thehoteltrivago,8,14.5,8.62,0.0,62.5,0.0,100.0,1
shotgunsam_23,6,4.5,74.07,0.0,0.0,0.0,100.0,1
outlaw_two,28,8.14,17.54,0.0,14.3,7.1,100.0,1
mafun464,14,4.14,34.48,17.24,0.0,0.0,100.0,1
boskkd,21,4.86,19.61,0.0,0.0,4.8,100.0,1
thateffindev,5,12.8,0.0,15.62,40.0,0.0,100.0,1
brbrts,6,2.17,76.92,0.0,16.7,16.7,0.0,1
therapinghobo,8,6.25,40.0,0.0,25.0,0.0,100.0,1
1feralmursenre,25,4.68,25.64,17.09,8.0,28.0,100.0,1
dingir_xul,8,6,20.83,20.83,12.5,0.0,100.0,1
swagemite282,6,1.83,0.0,0.0,16.7,100.0,0.0,2
turkeyman91,5,3.8,52.63,0.0,0.0,0.0,100.0,1
lorddeath21,6,2.83,117.65,0.0,0.0,33.3,100.0,1
1337dominic,6,6.33,26.32,0.0,33.3,0.0,100.0,1
texan_pride_,14,3,71.43,0.0,14.3,14.3,100.0,1
questionable_necromancer,7,4.86,29.41,0.0,14.3,14.3,100.0,1
not_atf,8,5,25.0,0.0,0.0,0.0,100.0,1
jnymoen1,6,8.33,20.0,0.0,16.7,0.0,100.0,1
malaketh85,6,6.83,24.39,0.0,83.3,0.0,100.0,1
nymets05,9,10.44,0.0,10.64,33.3,0.0,100.0,1
sp0_oderman,12,6.5,51.28,0.0,0.0,8.3,100.0,1
roman_ore,5,3,0.0,0.0,20.0,0.0,0.0,1
stryk3r86,8,5.5,113.64,0.0,25.0,12.5,100.0,1
a_roof_korean,40,6.9,7.25,0.0,22.5,12.5,100.0,1
mastertoad2242,34,4.74,12.42,0.0,0.0,5.9,100.0,1
mrpib_best_drink,7,12,0.0,0.0,57.1,0.0,100.0,1
drew_lsu,22,22.32,8.15,2.04,27.3,0.0,100.0,1
sir_chaox,81,3.33,29.63,3.7,4.9,16.0,0.0,1
herrskeletal,8,7.12,0.0,0.0,37.5,0.0,100.0,1
professional_genji_main,5,3.2,62.5,0.0,20.0,20.0,100.0,1
yellotrout,5,12,0.0,0.0,60.0,20.0,100.0,1
legendstatus95,7,3.57,0.0,0.0,0.0,42.9,100.0,1
mexicasual,16,4.12,0.0,0.0,0.0,25.0,100.0,1
thegreenidiot,6,3.67,0.0,0.0,16.7,0.0,100.0,1
ironterror58,22,4.09,22.22,11.11,0.0,4.5,100.0,1
renegadeforgod,6,3.67,45.45,45.45,0.0,16.7,100.0,1
hitman5480,7,2.43,58.82,0.0,0.0,0.0,100.0,1
operatethedonut,5,1.6,125.0,0.0,0.0,20.0,100.0,1
meow_ware,9,2.33,95.24,0.0,0.0,11.1,100.0,1
tw527,8,5.38,0.0,0.0,50.0,0.0,100.0,1
big_mayberry,9,22.22,15.0,10.0,22.2,44.4,0.0,1
coveredrabbit73,24,4.12,30.3,0.0,0.0,4.2,100.0,1
skjones,19,5.84,0.0,0.0,36.8,10.5,100.0,1
mistahchang,5,3.4,117.65,0.0,40.0,0.0,100.0,1
decimated89,8,2,0.0,62.5,0.0,12.5,0.0,1
physx_x_x,9,12,0.0,0.0,44.4,0.0,100.0,1
muricaisthebae,9,2.22,50.0,0.0,0.0,33.3,100.0,1
jaynov18,12,5.75,0.0,14.49,0.0,0.0,100.0,1
quote_me_if_you_eat_kfc,5,1,0.0,0.0,0.0,60.0,100.0,2
lazy_five,9,4.44,0.0,0.0,11.1,22.2,100.0,1
fire_fux,7,8.14,0.0,0.0,28.6,0.0,100.0,1
cudntthinkofaname,7,3,47.62,0.0,0.0,42.9,100.0,1
airforceman100,9,5.56,0.0,0.0,44.4,22.2,100.0,1
protectedmethod,10,4.7,0.0,21.28,0.0,0.0,100.0,1
chase8148,6,4.5,0.0,0.0,0.0,16.7,100.0,1
weepip00,5,1,0.0,0.0,0.0,40.0,100.0,1
thederning,5,3.8,52.63,0.0,40.0,0.0,100.0,1
zachelll,5,4.8,83.33,0.0,40.0,0.0,100.0,1
ppppppp270,7,6.29,22.73,0.0,0.0,0.0,0.0,1
funkymonkey0225,12,4,0.0,20.83,8.3,0.0,100.0,1
voidgenom,6,1.67,0.0,0.0,0.0,0.0,0.0,1
spiralarcgfx,9,3.78,58.82,58.82,0.0,22.2,0.0,1
narat,5,1.2,166.67,0.0,0.0,40.0,0.0,2
dingohawk,16,7.44,0.0,0.0,0.0,0.0,100.0,1
pudding6699,68,14.94,1.97,0.0,1.5,26.5,100.0,1
mesterbushi,6,1,0.0,0.0,0.0,50.0,100.0,1
shanghaininjaftw,8,7.38,0.0,0.0,0.0,50.0,100.0,1
djones420,5,6.4,0.0,0.0,0.0,0.0,100.0,1
papa_spooks,12,6.25,0.0,0.0,8.3,25.0,100.0,1
maleficara,5,12,0.0,0.0,0.0,20.0,100.0,1
bbistheman21,15,4.4,0.0,0.0,46.7,6.7,0.0,1
arisunyaan,31,5.42,5.95,0.0,3.2,12.9,100.0,1
jimmy__boombox,22,38.82,0.0,0.0,0.0,4.5,100.0,1
dustenpaton,7,6.14,23.26,0.0,0.0,14.3,100.0,1
cheesemana,5,8.6,0.0,0.0,20.0,20.0,100.0,1
casperthespicyghost,14,8.43,8.47,0.0,0.0,35.7,100.0,1
menente,6,11,0.0,0.0,0.0,33.3,0.0,1
padhtro,5,29.2,0.0,0.0,0.0,20.0,100.0,1
lachcrys,9,6,0.0,18.52,11.1,0.0,0.0,1
theblackdog808,15,3.27,20.41,0.0,0.0,26.7,100.0,1
schwedy,7,1,0.0,0.0,0.0,42.9,100.0,1
youarenervous_karma,6,2,83.33,0.0,0.0,50.0,0.0,1
danksp0nge,9,3.78,29.41,0.0,0.0,0.0,0.0,1
itzcurryy,5,3.4,58.82,0.0,0.0,60.0,80.0,3
banni523,12,4.08,0.0,0.0,8.3,0.0,0.0,1
kelvborg,13,1,0.0,0.0,0.0,7.7,100.0,1
chewbakkakhan,13,6.54,58.82,11.76,15.4,7.7,100.0,2
thesiracha1,11,1,0.0,0.0,0.0,27.3,100.0,1
violetspeaks,5,11,18.18,0.0,20.0,0.0,100.0,1
d_cruz231,7,7.43,19.23,19.23,0.0,0.0,14.3,2
intoydna,6,3.33,100.0,0.0,0.0,0.0,0.0,1
styrek,5,1,0.0,0.0,0.0,60.0,100.0,1
swiss_mister,6,5,0.0,0.0,0.0,0.0,100.0,1
lowrider399,18,27.61,0.0,0.0,5.6,5.6,100.0,2
romythered,5,2.6,76.92,0.0,20.0,60.0,0.0,1
vilazu,6,5.17,0.0,0.0,0.0,33.3,0.0,1
dgsilversurfer,7,13.57,10.53,0.0,0.0,14.3,100.0,3
imsordid,10,7.5,26.67,26.67,0.0,10.0,0.0,1
schoooooo,9,3.44,32.26,32.26,11.1,11.1,66.7,4
truxalkid,8,1.25,0.0,0.0,0.0,50.0,100.0,1
xiaohanz,11,1.73,0.0,0.0,0.0,36.4,0.0,1
elisyov,10,1.3,0.0,0.0,0.0,0.0,0.0,1
karen_annnn,6,3.5,0.0,0.0,0.0,16.7,0.0,1
xith42,13,3.54,0.0,0.0,0.0,7.7,0.0,1
imawildmonkey,11,4.09,0.0,0.0,18.2,18.2,0.0,1
sushidaddybot,7,5,200.0,0.0,0.0,0.0,100.0,1
naycos,9,4.22,0.0,26.32,11.1,11.1,0.0,1
little_sausage1,8,12.38,0.0,0.0,0.0,62.5,0.0,1
ricepoppa,17,2.35,100.0,0.0,5.9,5.9,0.0,2
lilnerfgunn,12,4.17,0.0,0.0,0.0,75.0,0.0,2
shpetimberisha5,5,2.8,71.43,0.0,0.0,80.0,0.0,1
iijeremiaii,8,6,0.0,0.0,0.0,37.5,0.0,1
official_gh0st,7,14.86,0.0,0.0,0.0,28.6,0.0,2
boredassbuck,10,2.2,0.0,0.0,0.0,90.0,0.0,1
indian_dissgod,34,6,9.8,0.0,14.7,52.9,0.0,2
theoretv,15,10.73,0.0,0.0,0.0,93.3,0.0,1
xcj__,6,7,0.0,0.0,0.0,0.0,0.0,2
valleyboy,6,2,0.0,83.33,0.0,83.3,0.0,1
mrblue4you,7,1.29,0.0,0.0,0.0,14.3,100.0,1
badacems,6,2,0.0,0.0,0.0,0.0,0.0,1
zootloc,45,2.47,18.02,9.01,2.2,86.7,2.2,3
swooshers,8,1.38,0.0,0.0,0.0,37.5,100.0,1
glo_gang69,9,13.22,0.0,0.0,0.0,11.1,0.0,1
itzsebbruh,12,3.17,0.0,0.0,0.0,16.7,0.0,2
ekirewq,7,6.71,21.28,0.0,0.0,14.3,0.0,1
notdisstracker,19,2.32,22.73,0.0,5.3,36.8,0.0,2
nxndo,36,2.14,38.96,12.99,0.0,27.8,0.0,2
ifinesser,8,1.75,71.43,0.0,0.0,25.0,0.0,1
ogtoxicpaul1,6,18.33,0.0,0.0,0.0,100.0,0.0,1
